Source,Species_raw,curated,NCBI_id,NCBI_name,Species_final,name_source
Baron_etal_1987_Table1,Ateles geoffroyi,NA,9509,Ateles geoffroyi,Ateles geoffroyi,NCBI
Baron_etal_1987_Table1,Avahi laniger laniger,NA,NA,NA,Avahi laniger laniger,unresolved_raw
Baron_etal_1987_Table1,Avahi laniger occidentalis,NA,NA,NA,Avahi laniger occidentalis,unresolved_raw
Baron_etal_1987_Table1,Blarina brevicauda,NA,9387,Blarina brevicauda,Blarina brevicauda,NCBI
Baron_etal_1987_Table1,Callicebus moloch,NA,9523,Plecturocebus moloch,Plecturocebus moloch,NCBI
Baron_etal_1987_Table1,Callimico goeldii,NA,9495,Callimico goeldii,Callimico goeldii,NCBI
Baron_etal_1987_Table1,Callithrix jacchus,NA,9483,Callithrix jacchus,Callithrix jacchus,NCBI
Baron_etal_1987_Table1,Cebuella pygmaea,Callithrix pygmaea,9493,Cebuella pygmaea,Callithrix pygmaea,curated
Baron_etal_1987_Table1,Cebus albifrons,NA,9514,Cebus albifrons,Cebus albifrons,NCBI
Baron_etal_1987_Table1,Cercocebus albigena,Lophocebus albigena,75567,Lophocebus albigena,Lophocebus albigena,curated
Baron_etal_1987_Table1,Cercopithecus ascanius,NA,36223,Cercopithecus ascanius,Cercopithecus ascanius,NCBI
Baron_etal_1987_Table1,Cercopithecus mitis,NA,36225,Cercopithecus mitis,Cercopithecus mitis,NCBI
Baron_etal_1987_Table1,Cheirogaleus major,NA,47177,Cheirogaleus major,Cheirogaleus major,NCBI
Baron_etal_1987_Table1,Cheirogaleus medius,NA,9460,Cheirogaleus medius,Cheirogaleus medius,NCBI
Baron_etal_1987_Table1,Chrysochloris asiatica,NA,185453,Chrysochloris asiatica,Chrysochloris asiatica,NCBI
Baron_etal_1987_Table1,Chrysochloris stuhlmanni,NA,185454,Chrysochloris stuhlmanni,Chrysochloris stuhlmanni,NCBI
Baron_etal_1987_Table1,Crocidura flavescens,NA,214442,Crocidura flavescens,Crocidura flavescens,NCBI
Baron_etal_1987_Table1,Crocidura hildegardea,Crocidura hildegardeae,NA,NA,Crocidura hildegardeae,curated
Baron_etal_1987_Table1,Crocidura jacksoni,NA,NA,NA,Crocidura jacksoni,unresolved_raw
Baron_etal_1987_Table1,Crocidura russula,NA,36802,Crocidura russula,Crocidura russula,NCBI
Baron_etal_1987_Table1,Daubentonia madagascariensis,NA,31869,Daubentonia madagascariensis,Daubentonia madagascariensis,NCBI
Baron_etal_1987_Table1,Desmana moschata,NA,182682,Desmana moschata,Desmana moschata,NCBI
Baron_etal_1987_Table1,Echinops telfairi,NA,9371,Echinops telfairi,Echinops telfairi,NCBI
Baron_etal_1987_Table1,Elephantulus fuscipes,NA,483426,Elephantulus fuscipes,Elephantulus fuscipes,NCBI
Baron_etal_1987_Table1,Erinaceus algirus,Atelerix algirus,30576,Atelerix algirus,Atelerix algirus,curated
Baron_etal_1987_Table1,Erinaceus europaeus,NA,9365,Erinaceus europaeus,Erinaceus europaeus,NCBI
Baron_etal_1987_Table1,Erythrocebus patas,NA,9538,Erythrocebus patas,Erythrocebus patas,NCBI
Baron_etal_1987_Table1,Eulemur albifrons,NA,1215604,Eulemur albifrons,Eulemur albifrons,NCBI
Baron_etal_1987_Table1,Galago senegalensis,NA,9465,Galago senegalensis,Galago senegalensis,NCBI
Baron_etal_1987_Table1,Galagoides demidoff,NA,89672,Galagoides demidoff,Galagoides demidoff,NCBI
Baron_etal_1987_Table1,Galemys pyrenaicus,NA,202257,Galemys pyrenaicus,Galemys pyrenaicus,NCBI
Baron_etal_1987_Table1,Gorilla gorilla,Gorilla sp.,9593,Gorilla gorilla,Gorilla sp.,curated
Baron_etal_1987_Table1,Hemicentetes semispinosus,NA,319813,Hemicentetes semispinosus,Hemicentetes semispinosus,NCBI
Baron_etal_1987_Table1,Hemiechinus auritus,NA,217708,Hemiechinus auritus,Hemiechinus auritus,NCBI
Baron_etal_1987_Table1,Homo sapiens,NA,9606,Homo sapiens,Homo sapiens,NCBI
Baron_etal_1987_Table1,Hylobates lar,NA,9580,Hylobates lar,Hylobates lar,NCBI
Baron_etal_1987_Table1,Indri indri,NA,34827,Indri indri,Indri indri,NCBI
Baron_etal_1987_Table1,Lagothrix lagothricha,NA,NA,NA,Lagothrix lagothricha,unresolved_raw
Baron_etal_1987_Table1,Lepilemur ruficaudatus,NA,78866,Lepilemur ruficaudatus,Lepilemur ruficaudatus,NCBI
Baron_etal_1987_Table1,Limnogale mergulus,Microgale mergulus,319815,Limnogale mergulus,Microgale mergulus,curated
Baron_etal_1987_Table1,Loris tardigradus,NA,9468,Loris tardigradus,Loris tardigradus,NCBI
Baron_etal_1987_Table1,Macaca mulatta,NA,9544,Macaca mulatta,Macaca mulatta,NCBI
Baron_etal_1987_Table1,Microcebus murinus,NA,30608,Microcebus murinus,Microcebus murinus,NCBI
Baron_etal_1987_Table1,Microgale cowani,NA,329863,Microgale cowani,Microgale cowani,NCBI
Baron_etal_1987_Table1,Microgale dobsoni,Nesogale dobsoni,2583311,Nesogale dobsoni,Nesogale dobsoni,curated
Baron_etal_1987_Table1,Microgale talazaci,Nesogale talazaci,2583312,Nesogale talazaci,Nesogale talazaci,curated
Baron_etal_1987_Table1,Micropotamogale lamottei,NA,105689,Micropotamogale lamottei,Micropotamogale lamottei,NCBI
Baron_etal_1987_Table1,Micropotamogale ruwenzorii,NA,1833875,Micropotamogale ruwenzorii,Micropotamogale ruwenzorii,NCBI
Baron_etal_1987_Table1,Microsoex hoyi,Microsorex hoyi,NA,NA,Microsorex hoyi,curated
Baron_etal_1987_Table1,Miopithecus talapoin,NA,36231,Miopithecus talapoin,Miopithecus talapoin,NCBI
Baron_etal_1987_Table1,Myosorex babaulti,NA,1378275,Myosorex babaulti,Myosorex babaulti,NCBI
Baron_etal_1987_Table1,Nasalis larvatus,NA,43780,Nasalis larvatus,Nasalis larvatus,NCBI
Baron_etal_1987_Table1,Neomys fodiens,NA,62282,Neomys fodiens,Neomys fodiens,NCBI
Baron_etal_1987_Table1,Nycticebus coucang,NA,9470,Nycticebus coucang,Nycticebus coucang,NCBI
Baron_etal_1987_Table1,Oryzorictes talpoides,Oryzorictes hova,319817,Oryzorictes hova,Oryzorictes hova,curated
Baron_etal_1987_Table1,Otolemur crassicaudatus,NA,9463,Otolemur crassicaudatus,Otolemur crassicaudatus,NCBI
Baron_etal_1987_Table1,Pan troglodytes,NA,9598,Pan troglodytes,Pan troglodytes,NCBI
Baron_etal_1987_Table1,Papio anubis,NA,9555,Papio anubis,Papio anubis,NCBI
Baron_etal_1987_Table1,Perodicticus potto,NA,9472,Perodicticus potto,Perodicticus potto,NCBI
Baron_etal_1987_Table1,Pithecia monachus,NA,595220,Pithecia monachus,Pithecia monachus,NCBI
Baron_etal_1987_Table1,Potamogale velox,NA,176119,Potamogale velox,Potamogale velox,NCBI
Baron_etal_1987_Table1,Procolobus badius,NA,164648,Piliocolobus badius,Piliocolobus badius,NCBI
Baron_etal_1987_Table1,Propithecus verreauxi,NA,34825,Propithecus verreauxi,Propithecus verreauxi,NCBI
Baron_etal_1987_Table1,Pygathrix nemaeus,NA,54133,Pygathrix nemaeus,Pygathrix nemaeus,NCBI
Baron_etal_1987_Table1,Rhynchocyon cirnei,NA,473867,Rhynchocyon cirnei,Rhynchocyon cirnei,NCBI
Baron_etal_1987_Table1,Ruwensorisorex suncoides,Ruwenzorisorex suncoides,NA,NA,Ruwenzorisorex suncoides,curated
Baron_etal_1987_Table1,Saguinus midas,NA,30586,Saguinus midas,Saguinus midas,NCBI
Baron_etal_1987_Table1,Saguinus oedipus,NA,9490,Saguinus oedipus,Saguinus oedipus,NCBI
Baron_etal_1987_Table1,Saimiri sciureus,NA,9521,Saimiri sciureus,Saimiri sciureus,NCBI
Baron_etal_1987_Table1,Scuisorex somereni,Scutisorex somereni,NA,NA,Scutisorex somereni,curated
Baron_etal_1987_Table1,Setifer setosus,NA,319819,Setifer setosus,Setifer setosus,NCBI
Baron_etal_1987_Table1,Solenodon paradoxus,NA,79805,Solenodon paradoxus,Solenodon paradoxus,NCBI
Baron_etal_1987_Table1,Sorex araneus,NA,42254,Sorex araneus,Sorex araneus,NCBI
Baron_etal_1987_Table1,Sorex cinereus,NA,36803,Sorex cinereus,Sorex cinereus,NCBI
Baron_etal_1987_Table1,Sorex fumeus,NA,62283,Sorex fumeus,Sorex fumeus,NCBI
Baron_etal_1987_Table1,Sorex minutus,NA,62280,Sorex minutus,Sorex minutus,NCBI
Baron_etal_1987_Table1,Suncus etruscus,NA,109475,Suncus etruscus,Suncus etruscus,NCBI
Baron_etal_1987_Table1,Suncus murinus,NA,9378,Suncus murinus,Suncus murinus,NCBI
Baron_etal_1987_Table1,Sylvisorex granti,NA,307107,Sylvisorex granti,Sylvisorex granti,NCBI
Baron_etal_1987_Table1,Sylvisorex negalura,NA,NA,NA,Sylvisorex negalura,unresolved_raw
Baron_etal_1987_Table1,Talpa europaea,NA,9375,Talpa europaea,Talpa europaea,NCBI
Baron_etal_1987_Table1,Tarsius sp.,NA,30612,Tarsius sp.,Tarsius sp.,NCBI
Baron_etal_1987_Table1,Tenrec ecaudatus,NA,94439,Tenrec ecaudatus,Tenrec ecaudatus,NCBI
Baron_etal_1987_Table1,Tupaia glis,NA,9395,Tupaia glis,Tupaia glis,NCBI
Baron_etal_1987_Table1,Tupaia minor,NA,143289,Tupaia minor,Tupaia minor,NCBI
Baron_etal_1987_Table1,Urogale everetti,NA,192726,Urogale everetti,Urogale everetti,NCBI
Baron_etal_1987_Table1,Varecia variegata,NA,9455,Varecia variegata,Varecia variegata,NCBI
Baron_etal_1988_Table1,Alouatta seniculus,NA,9503,Alouatta seniculus,Alouatta seniculus,NCBI
Baron_etal_1988_Table1,Aotus trivirgatus,NA,9505,Aotus trivirgatus,Aotus trivirgatus,NCBI
Baron_etal_1988_Table1,Ateles geoffroyi,NA,9509,Ateles geoffroyi,Ateles geoffroyi,NCBI
Baron_etal_1988_Table1,Avahi laniger laniger,Avahi laniger,NA,NA,Avahi laniger,curated
Baron_etal_1988_Table1,Avahi laniger occidentalis,Avahi occidentalis,NA,NA,Avahi occidentalis,curated
Baron_etal_1988_Table1,Blarina brevicauda,NA,9387,Blarina brevicauda,Blarina brevicauda,NCBI
Baron_etal_1988_Table1,Callicebus moloch,NA,9523,Plecturocebus moloch,Plecturocebus moloch,NCBI
Baron_etal_1988_Table1,Callimico goeldii,NA,9495,Callimico goeldii,Callimico goeldii,NCBI
Baron_etal_1988_Table1,Callithrix jacchus,NA,9483,Callithrix jacchus,Callithrix jacchus,NCBI
Baron_etal_1988_Table1,Cebuella pygmaea,Callithrix pygmaea,9493,Cebuella pygmaea,Callithrix pygmaea,curated
Baron_etal_1988_Table1,Cebus albifrons,NA,9514,Cebus albifrons,Cebus albifrons,NCBI
Baron_etal_1988_Table1,Cercocebus albigena,Lophocebus albigena,75567,Lophocebus albigena,Lophocebus albigena,curated
Baron_etal_1988_Table1,Cercopithecus ascanius,NA,36223,Cercopithecus ascanius,Cercopithecus ascanius,NCBI
Baron_etal_1988_Table1,Cercopithecus mitis,NA,36225,Cercopithecus mitis,Cercopithecus mitis,NCBI
Baron_etal_1988_Table1,Cheirogaleus major,NA,47177,Cheirogaleus major,Cheirogaleus major,NCBI
Baron_etal_1988_Table1,Cheirogaleus medius,NA,9460,Cheirogaleus medius,Cheirogaleus medius,NCBI
Baron_etal_1988_Table1,Chrysochloris stuhlmanni,NA,185454,Chrysochloris stuhlmanni,Chrysochloris stuhlmanni,NCBI
Baron_etal_1988_Table1,Colobus badius,Piliocolobus badius,164648,Piliocolobus badius,Piliocolobus badius,curated
Baron_etal_1988_Table1,Crocidura flavescens,NA,214442,Crocidura flavescens,Crocidura flavescens,NCBI
Baron_etal_1988_Table1,Crocidura hildegardeae,NA,148965,Crocidura hildegardeae,Crocidura hildegardeae,NCBI
Baron_etal_1988_Table1,Crocidura russula,NA,36802,Crocidura russula,Crocidura russula,NCBI
Baron_etal_1988_Table1,Daubentoni madagascar.,Daubentonia madagascariensis,NA,NA,Daubentonia madagascariensis,curated
Baron_etal_1988_Table1,Desmana moschata,NA,182682,Desmana moschata,Desmana moschata,NCBI
Baron_etal_1988_Table1,Echinops telfairi,NA,9371,Echinops telfairi,Echinops telfairi,NCBI
Baron_etal_1988_Table1,Erinaceus algirus,Atelerix algirus,30576,Atelerix algirus,Atelerix algirus,curated
Baron_etal_1988_Table1,Erinaceus europaeus,NA,9365,Erinaceus europaeus,Erinaceus europaeus,NCBI
Baron_etal_1988_Table1,Erythrocebus patas,NA,9538,Erythrocebus patas,Erythrocebus patas,NCBI
Baron_etal_1988_Table1,Galago senegalensis,NA,9465,Galago senegalensis,Galago senegalensis,NCBI
Baron_etal_1988_Table1,Galagoides demidoff,NA,89672,Galagoides demidoff,Galagoides demidoff,NCBI
Baron_etal_1988_Table1,Galemys pyrenaicus,NA,202257,Galemys pyrenaicus,Galemys pyrenaicus,NCBI
Baron_etal_1988_Table1,Gorilla gorilla,Gorilla sp.,9593,Gorilla gorilla,Gorilla sp.,curated
Baron_etal_1988_Table1,Hemicentetes semispinosus,NA,319813,Hemicentetes semispinosus,Hemicentetes semispinosus,NCBI
Baron_etal_1988_Table1,Hemiechinus auritus,NA,217708,Hemiechinus auritus,Hemiechinus auritus,NCBI
Baron_etal_1988_Table1,Homo sapiens,NA,9606,Homo sapiens,Homo sapiens,NCBI
Baron_etal_1988_Table1,Hylobates lar,NA,9580,Hylobates lar,Hylobates lar,NCBI
Baron_etal_1988_Table1,Indri indri,NA,34827,Indri indri,Indri indri,NCBI
Baron_etal_1988_Table1,Lagothrix lagothricha,NA,NA,NA,Lagothrix lagothricha,unresolved_raw
Baron_etal_1988_Table1,Lemur albifrons,Eulemur fulvus,1215604,Eulemur albifrons,Eulemur fulvus,curated
Baron_etal_1988_Table1,Lepilemur ruficaudatus,NA,78866,Lepilemur ruficaudatus,Lepilemur ruficaudatus,NCBI
Baron_etal_1988_Table1,Loris tardigradus,NA,9468,Loris tardigradus,Loris tardigradus,NCBI
Baron_etal_1988_Table1,Macaca mulatta,NA,9544,Macaca mulatta,Macaca mulatta,NCBI
Baron_etal_1988_Table1,Microcebus murinus,NA,30608,Microcebus murinus,Microcebus murinus,NCBI
Baron_etal_1988_Table1,Microgale talazaci,Nesogale talazaci,2583312,Nesogale talazaci,Nesogale talazaci,curated
Baron_etal_1988_Table1,Micropotamogale ruwenzorii,NA,1833875,Micropotamogale ruwenzorii,Micropotamogale ruwenzorii,NCBI
Baron_etal_1988_Table1,Microsorex hoyi,NA,NA,NA,Microsorex hoyi,unresolved_raw
Baron_etal_1988_Table1,Miopithecus talapoin,NA,36231,Miopithecus talapoin,Miopithecus talapoin,NCBI
Baron_etal_1988_Table1,Nasalis larvatus,NA,43780,Nasalis larvatus,Nasalis larvatus,NCBI
Baron_etal_1988_Table1,Neomys fodiens,NA,62282,Neomys fodiens,Neomys fodiens,NCBI
Baron_etal_1988_Table1,Nycticebus coucang,NA,9470,Nycticebus coucang,Nycticebus coucang,NCBI
Baron_etal_1988_Table1,Otolemur crassicaudatus,NA,9463,Otolemur crassicaudatus,Otolemur crassicaudatus,NCBI
Baron_etal_1988_Table1,Pan troglodytes,NA,9598,Pan troglodytes,Pan troglodytes,NCBI
Baron_etal_1988_Table1,Papio anubis,NA,9555,Papio anubis,Papio anubis,NCBI
Baron_etal_1988_Table1,Perodicticus potto,NA,9472,Perodicticus potto,Perodicticus potto,NCBI
Baron_etal_1988_Table1,Pithecia monachus,NA,595220,Pithecia monachus,Pithecia monachus,NCBI
Baron_etal_1988_Table1,Potamogale velox,NA,176119,Potamogale velox,Potamogale velox,NCBI
Baron_etal_1988_Table1,Propithecus verreauxi,NA,34825,Propithecus verreauxi,Propithecus verreauxi,NCBI
Baron_etal_1988_Table1,Pygathrix nemaeus,NA,54133,Pygathrix nemaeus,Pygathrix nemaeus,NCBI
Baron_etal_1988_Table1,Ruwenzorisorex suncoides,NA,150086,Ruwenzorisorex suncoides,Ruwenzorisorex suncoides,NCBI
Baron_etal_1988_Table1,Saguinus midas tamarin,Saguinus midas,NA,NA,Saguinus midas,curated
Baron_etal_1988_Table1,Saguinus oedipus,NA,9490,Saguinus oedipus,Saguinus oedipus,NCBI
Baron_etal_1988_Table1,Saimiri sciureus,NA,9521,Saimiri sciureus,Saimiri sciureus,NCBI
Baron_etal_1988_Table1,ScutisorexÊsomereni,NA,NA,NA,ScutisorexÊsomereni,unresolved_raw
Baron_etal_1988_Table1,Setifer setosus,NA,319819,Setifer setosus,Setifer setosus,NCBI
Baron_etal_1988_Table1,Solenodon paradoxus,NA,79805,Solenodon paradoxus,Solenodon paradoxus,NCBI
Baron_etal_1988_Table1,Sorex araneus,NA,42254,Sorex araneus,Sorex araneus,NCBI
Baron_etal_1988_Table1,Sorex cinereus,NA,36803,Sorex cinereus,Sorex cinereus,NCBI
Baron_etal_1988_Table1,Suncus etruscus,NA,109475,Suncus etruscus,Suncus etruscus,NCBI
Baron_etal_1988_Table1,Suncus murinus,NA,9378,Suncus murinus,Suncus murinus,NCBI
Baron_etal_1988_Table1,Sylvisorex megalura,Suncus megalura,458326,Suncus megalura,Suncus megalura,curated
Baron_etal_1988_Table1,Talpa europaea,NA,9375,Talpa europaea,Talpa europaea,NCBI
Baron_etal_1988_Table1,Tarsius spp.,Tarsius sp.,NA,NA,Tarsius sp.,curated
Baron_etal_1988_Table1,Tenrec ecaudatus,NA,94439,Tenrec ecaudatus,Tenrec ecaudatus,NCBI
Baron_etal_1988_Table1,Tupaia glis,NA,9395,Tupaia glis,Tupaia glis,NCBI
Baron_etal_1988_Table1,Tupaia minor,NA,143289,Tupaia minor,Tupaia minor,NCBI
Baron_etal_1988_Table1,Urogale everetti,NA,192726,Urogale everetti,Urogale everetti,NCBI
Baron_etal_1988_Table1,Varecia variegata,NA,9455,Varecia variegata,Varecia variegata,NCBI
Baron_etal_1990_Table1,Alouatta seniculus,NA,9503,Alouatta seniculus,Alouatta seniculus,NCBI
Baron_etal_1990_Table1,Aotus trivirgatus,NA,9505,Aotus trivirgatus,Aotus trivirgatus,NCBI
Baron_etal_1990_Table1,Atelerix algirus,NA,30576,Atelerix algirus,Atelerix algirus,NCBI
Baron_etal_1990_Table1,Ateles geoffroyi,NA,9509,Ateles geoffroyi,Ateles geoffroyi,NCBI
Baron_etal_1990_Table1,Avahi laniger laniger,Avahi laniger,NA,NA,Avahi laniger,curated
Baron_etal_1990_Table1,Avahi laniger occidentalis,Avahi occidentalis,NA,NA,Avahi occidentalis,curated
Baron_etal_1990_Table1,Blarina brevicauda,NA,9387,Blarina brevicauda,Blarina brevicauda,NCBI
Baron_etal_1990_Table1,Callicebus moloch,NA,9523,Plecturocebus moloch,Plecturocebus moloch,NCBI
Baron_etal_1990_Table1,Callimico goeldii,NA,9495,Callimico goeldii,Callimico goeldii,NCBI
Baron_etal_1990_Table1,Callithrix jacchus,NA,9483,Callithrix jacchus,Callithrix jacchus,NCBI
Baron_etal_1990_Table1,Cebuella pygmaea,Callithrix pygmaea,9493,Cebuella pygmaea,Callithrix pygmaea,curated
Baron_etal_1990_Table1,Cebus albifrons,NA,9514,Cebus albifrons,Cebus albifrons,NCBI
Baron_etal_1990_Table1,Cercocebus albigena,Lophocebus albigena,75567,Lophocebus albigena,Lophocebus albigena,curated
Baron_etal_1990_Table1,Cercopithecus ascanius,NA,36223,Cercopithecus ascanius,Cercopithecus ascanius,NCBI
Baron_etal_1990_Table1,Cercopithecus mitis,NA,36225,Cercopithecus mitis,Cercopithecus mitis,NCBI
Baron_etal_1990_Table1,Cheirogaleus major,NA,47177,Cheirogaleus major,Cheirogaleus major,NCBI
Baron_etal_1990_Table1,Cheirogaleus medius,NA,9460,Cheirogaleus medius,Cheirogaleus medius,NCBI
Baron_etal_1990_Table1,Chrysochloris stuhlmanni,NA,185454,Chrysochloris stuhlmanni,Chrysochloris stuhlmanni,NCBI
Baron_etal_1990_Table1,Colobus badius,Piliocolobus badius,164648,Piliocolobus badius,Piliocolobus badius,curated
Baron_etal_1990_Table1,Crocidura flavescens,NA,214442,Crocidura flavescens,Crocidura flavescens,NCBI
Baron_etal_1990_Table1,Crocidura hildegardeae,NA,148965,Crocidura hildegardeae,Crocidura hildegardeae,NCBI
Baron_etal_1990_Table1,Crocidura russula,NA,36802,Crocidura russula,Crocidura russula,NCBI
Baron_etal_1990_Table1,Daubentoni madagascar.,Daubentonia madagascariensis,NA,NA,Daubentonia madagascariensis,curated
Baron_etal_1990_Table1,Desmana moschata,NA,182682,Desmana moschata,Desmana moschata,NCBI
Baron_etal_1990_Table1,Echinops telfairi,NA,9371,Echinops telfairi,Echinops telfairi,NCBI
Baron_etal_1990_Table1,Echinosorex gymnura,NA,162630,Echinosorex gymnura,Echinosorex gymnura,NCBI
Baron_etal_1990_Table1,Erinaceus europaeus,NA,9365,Erinaceus europaeus,Erinaceus europaeus,NCBI
Baron_etal_1990_Table1,Erythrocebus patas,NA,9538,Erythrocebus patas,Erythrocebus patas,NCBI
Baron_etal_1990_Table1,Galago senegalensis,NA,9465,Galago senegalensis,Galago senegalensis,NCBI
Baron_etal_1990_Table1,Galagoides demidoff,NA,89672,Galagoides demidoff,Galagoides demidoff,NCBI
Baron_etal_1990_Table1,Galemys pyrenaicus,NA,202257,Galemys pyrenaicus,Galemys pyrenaicus,NCBI
Baron_etal_1990_Table1,Gorilla gorilla,Gorilla sp.,9593,Gorilla gorilla,Gorilla sp.,curated
Baron_etal_1990_Table1,Hemicentetes semispinosus,NA,319813,Hemicentetes semispinosus,Hemicentetes semispinosus,NCBI
Baron_etal_1990_Table1,Hemiechinus auritus,NA,217708,Hemiechinus auritus,Hemiechinus auritus,NCBI
Baron_etal_1990_Table1,Homo sapiens,NA,9606,Homo sapiens,Homo sapiens,NCBI
Baron_etal_1990_Table1,Hylobates lar,NA,9580,Hylobates lar,Hylobates lar,NCBI
Baron_etal_1990_Table1,Hylomys suillus,NA,48897,Hylomys suillus,Hylomys suillus,NCBI
Baron_etal_1990_Table1,Indri indri,NA,34827,Indri indri,Indri indri,NCBI
Baron_etal_1990_Table1,Lagothrix lagothricha,NA,NA,NA,Lagothrix lagothricha,unresolved_raw
Baron_etal_1990_Table1,Lemur albifrons,Eulemur fulvus,1215604,Eulemur albifrons,Eulemur fulvus,curated
Baron_etal_1990_Table1,Lepilemur ruficaudatus,NA,78866,Lepilemur ruficaudatus,Lepilemur ruficaudatus,NCBI
Baron_etal_1990_Table1,Loris tardigradus,NA,9468,Loris tardigradus,Loris tardigradus,NCBI
Baron_etal_1990_Table1,Macaca mulatta,NA,9544,Macaca mulatta,Macaca mulatta,NCBI
Baron_etal_1990_Table1,Microcebus murinus,NA,30608,Microcebus murinus,Microcebus murinus,NCBI
Baron_etal_1990_Table1,Microgale talazaci,Nesogale talazaci,2583312,Nesogale talazaci,Nesogale talazaci,curated
Baron_etal_1990_Table1,Micropotamogale ruwenzorii,NA,1833875,Micropotamogale ruwenzorii,Micropotamogale ruwenzorii,NCBI
Baron_etal_1990_Table1,Microsorex hoyi,NA,NA,NA,Microsorex hoyi,unresolved_raw
Baron_etal_1990_Table1,Miopithecus talapoin,NA,36231,Miopithecus talapoin,Miopithecus talapoin,NCBI
Baron_etal_1990_Table1,Nasalis larvatus,NA,43780,Nasalis larvatus,Nasalis larvatus,NCBI
Baron_etal_1990_Table1,Neomys fodiens,NA,62282,Neomys fodiens,Neomys fodiens,NCBI
Baron_etal_1990_Table1,Nycticebus coucang,NA,9470,Nycticebus coucang,Nycticebus coucang,NCBI
Baron_etal_1990_Table1,Otolemur crassicaudatus,NA,9463,Otolemur crassicaudatus,Otolemur crassicaudatus,NCBI
Baron_etal_1990_Table1,Pan troglodytes,NA,9598,Pan troglodytes,Pan troglodytes,NCBI
Baron_etal_1990_Table1,Papio anubis,NA,9555,Papio anubis,Papio anubis,NCBI
Baron_etal_1990_Table1,Perodicticus potto,NA,9472,Perodicticus potto,Perodicticus potto,NCBI
Baron_etal_1990_Table1,Pithecia monachus,NA,595220,Pithecia monachus,Pithecia monachus,NCBI
Baron_etal_1990_Table1,Potamogale velox,NA,176119,Potamogale velox,Potamogale velox,NCBI
Baron_etal_1990_Table1,Propithecus verreauxi,NA,34825,Propithecus verreauxi,Propithecus verreauxi,NCBI
Baron_etal_1990_Table1,Pygathrix nemaeus,NA,54133,Pygathrix nemaeus,Pygathrix nemaeus,NCBI
Baron_etal_1990_Table1,Ruwenzorisorex suncoides,NA,150086,Ruwenzorisorex suncoides,Ruwenzorisorex suncoides,NCBI
Baron_etal_1990_Table1,Saguinus midas,NA,30586,Saguinus midas,Saguinus midas,NCBI
Baron_etal_1990_Table1,Saguinus oedipus,NA,9490,Saguinus oedipus,Saguinus oedipus,NCBI
Baron_etal_1990_Table1,Saimiri sciureus,NA,9521,Saimiri sciureus,Saimiri sciureus,NCBI
Baron_etal_1990_Table1,ScutisorexÊsomereni,NA,NA,NA,ScutisorexÊsomereni,unresolved_raw
Baron_etal_1990_Table1,Setifer setosus,NA,319819,Setifer setosus,Setifer setosus,NCBI
Baron_etal_1990_Table1,Solenodon paradoxus,NA,79805,Solenodon paradoxus,Solenodon paradoxus,NCBI
Baron_etal_1990_Table1,Sorex araneus,NA,42254,Sorex araneus,Sorex araneus,NCBI
Baron_etal_1990_Table1,Sorex cinereus,NA,36803,Sorex cinereus,Sorex cinereus,NCBI
Baron_etal_1990_Table1,Suncus etruscus,NA,109475,Suncus etruscus,Suncus etruscus,NCBI
Baron_etal_1990_Table1,Suncus murinus,NA,9378,Suncus murinus,Suncus murinus,NCBI
Baron_etal_1990_Table1,Sylvisorex megalura,Suncus megalura,458326,Suncus megalura,Suncus megalura,curated
Baron_etal_1990_Table1,Talpa europea,Talpa europaea,NA,NA,Talpa europaea,curated
Baron_etal_1990_Table1,Tarsius spp.,Tarsius sp.,NA,NA,Tarsius sp.,curated
Baron_etal_1990_Table1,Tenrec ecaudatus,NA,94439,Tenrec ecaudatus,Tenrec ecaudatus,NCBI
Baron_etal_1990_Table1,Tupaia glis,NA,9395,Tupaia glis,Tupaia glis,NCBI
Baron_etal_1990_Table1,Tupaia minor,NA,143289,Tupaia minor,Tupaia minor,NCBI
Baron_etal_1990_Table1,Urogale everetti,NA,192726,Urogale everetti,Urogale everetti,NCBI
Baron_etal_1990_Table1,Varecia variegata,NA,9455,Varecia variegata,Varecia variegata,NCBI
Bauernfeind_etal_2013_Table1,Alouatta caraya,NA,9502,Alouatta caraya,Alouatta caraya,NCBI
Bauernfeind_etal_2013_Table1,Ateles geoffroyi,NA,9509,Ateles geoffroyi,Ateles geoffroyi,NCBI
Bauernfeind_etal_2013_Table1,Avahi laniger,Avahi occidentalis,122246,Avahi laniger,Avahi occidentalis,curated
Bauernfeind_etal_2013_Table1,Callithrix pygmaea,NA,9493,Cebuella pygmaea,Cebuella pygmaea,NCBI
Bauernfeind_etal_2013_Table1,Cebus albifrons,NA,9514,Cebus albifrons,Cebus albifrons,NCBI
Bauernfeind_etal_2013_Table1,Cercocebus agilis,NA,255237,Cercocebus agilis,Cercocebus agilis,NCBI
Bauernfeind_etal_2013_Table1,Cercopithecus kandti,Cercopithecus mitis,1137481,Cercopithecus kandti,Cercopithecus mitis,curated
Bauernfeind_etal_2013_Table1,Colobus angolensis,NA,54131,Colobus angolensis,Colobus angolensis,NCBI
Bauernfeind_etal_2013_Table1,Galagoides demidoff,NA,89672,Galagoides demidoff,Galagoides demidoff,NCBI
Bauernfeind_etal_2013_Table1,Gorilla gorilla,Gorilla sp.,9593,Gorilla gorilla,Gorilla sp.,curated
